Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";2;28/11/2024;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1058";"CALDEIRÃO";457075;"CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: VAPOR AUTOGERADO A GÁS, VÁLVULA DE SEGURANÇA, MANÔ, MATERIAL: AÇO INOX AISI 304";"UN";19.500,0000;2,00000;39.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";3;28/11/2024;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;"7765";"FORNO INDUSTRIAL";615725;"ALTURA: 1872, CAPACIDADE: 90, CAPACIDADE PRODUÇÃO: 20 GNS 1/1 TROLLEY -  20 GNS INSERÇÃO LONGITUDINAL, CARACTERÍSTICAS ADICIONAIS: ESPAÇAMENTO ENTRE TRILHOS: 62 MM, COMPRIMENTO: 877, LARGURA: 913, MATERIAL: CHAPA AÇO INOXIDÁVEL, POTÊNCIA MOTOR: 34,1, TENSÃO ALIMENTAÇÃO: 220/380, TIPO: ELÉTRICO COMBINADO, TIPO CÂMERA: INSERÇÃO LONGITUDINAL 1/1, 1/2, 2/3, 1/3, 2/8 GN";"UN";27.000,0000;2,00000;54.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";4;28/11/2024;Material;7105;MOBILIÁRIO DOMÉSTICO;"15333";"MÓDULO PARA COZINHA";239735;"ALTURA: 85, COMPRIMENTO: 150, LARGURA: 70, MATERIAL: ACO INOXIDAVEL";"UN";2.300,0000;1,00000;2.300,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";5;28/11/2024;Material;7125;ARMÁRIOS E ESTANTES;"14421";"PRATELEIRA";239632;"COMPRIMENTO: 1,70, LARGURA: 0,50, MATERIAL: AÇO INOXIDÁVEL, USO: COZINHA INDUSTRIAL";"UN";800,0000;11,00000;8.800,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";6;28/11/2024;Material;3230;FERRAMENTAS E ACESSÓRIOS DE MÁQUINAS PARA TRABALHO EM  MADEIRA;"3271";"BANCADA PROFISSIONAL";607936;"ALTURA: 92, APLICAÇÃO: OFICINA MECÂNICA, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE DE CARGA: 400 KG, COMPONENTES: 2 PRATELEIRAS, PORTAS COM TRANCAS E CHAVE., COMPRIMENTO: 200, ESPESSURA: 40, LARGURA: 60, MATERIAL: AÇO INOX";"UN";1.515,0000;2,00000;3.030,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";7;28/11/2024;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;"7765";"FORNO INDUSTRIAL";451451;"APLICAÇÃO: COZINHA, CARACTERÍSTICAS ADICIONAIS: COM 1 CÂMARA:  90X80X25CM, COMPONENTES: COM CAVALETE ESTRUTURA PINTADA, MATERIAL: CHAPA AÇO, MATERIAL PUXADOR: ANTITÉRMICO, TIPO: A GÁS, TIPO CÂMERA: PORTA VIDRO E LASTRO PEDRA REFRATÁRIA";"UN";2.600,0000;2,00000;5.200,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";8;28/11/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1070";"FOGÃO INDUSTRIAL";440943;"ALTURA: 80, CARACTERÍSTICAS ADICIONAIS: 30X30 CM, QUEIMADORES DUPLOS, FORNO E PANELEIRO, COMPRIMENTO: 118, FUNCIONAMENTO: GÁS, LARGURA: 88, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 2, TIPO ACENDIMENTO: MANUAL, TIPO USO: COZINHAR E ASSAR ALIMENTOS";"UN";1.000,0000;4,00000;4.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";9;28/11/2024;Material;7105;MOBILIÁRIO DOMÉSTICO;"15325";"MESA COZINHA";456992;"ACABAMENTO SUPERFICIAL: LISA, ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: COM PRATELEIRA INFERIOR, COMPRIMENTO: 150, LARGURA: 60, MATERIAL: AÇO INOXIDÁVEL";"UN";1.600,0000;1,00000;1.600,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";10;28/11/2024;Material;3510;EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO;"16409";"MÁQUINA LAVAR LOUÇAS";445455;"CAPACIDADE: 1,75, CARACTERÍSTICAS ADICIONAIS: 275 GAVETAS POR HORA, CONSUMO: 46,5, MATERIAL: AÇO INOXIDÁVEL, MODELO: PROFISSIONAL, POTÊNCIA MOTOR: 3, VOLTAGEM: 220";"UN";45.790,0000;1,00000;45.790,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";11;28/11/2024;Material;7125;Armários e estantes;"14421";"Prateleira";239788;"acabamento: aço inoxidável, características adicionais: suspensa lisa, comprimento: 1,90, largura: 0,40, material: aço inoxidável, uso: cozinha industrial";"UN";1.010,0000;2,00000;2.020,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";12;28/11/2024;Material;4510;Dispositivos e acessórios para instalações hidráulicas;"12820";"Torneira";473496;"acabamento superficial: cromado, aplicação: bebedouro industrial modelo pre200e, caracteristicas adicionais: com protetor de boca,comprimento mínimo 10cm,, diâmetro: 1/2, material corpo: metal cromado, tipo: pressão";"UN";2.542,1100;1,00000;2.542,1100
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";13;28/11/2024;Material;7125;Armários e estantes;"218";"Estante";614609;"acabamento superficial: fosfatizado, altura: 150, características adicionais: estrutura tubular com sapatas reguláveis, cor: cinza, largura: 50, material: aço inox 304, profundidade: 175, quantidade prateleiras: 4, tipo prateleiras: reguláveis";"UN";2.017,0000;5,00000;10.085,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";14;28/11/2024;Material;7125;Armários e estantes;"218";"Estante";616801;"altura: 1,80, aplicação: organização de arquivos e demais objetos, características adicionais: com pés de borracha, cor: inox, largura: 0,90, material: aço, profundidade: 0,35, quantidade prateleiras: 5, tipo: chão";"UN";1.850,0000;16,00000;29.600,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";15;28/11/2024;Material;7125;Armários e estantes;"309";"Armário Aço";620757;"acabamento superficial: não mgnético, altura: 85, características adicionais: portas de correr, pés reguláveis, largura: 100, material: aço inox aisi 201, profundidade: 60, quantidade portas: 2, quantidade prateleiras: 1, tipo: horizontal";"UN";4.491,9000;1,00000;4.491,9000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";16;28/11/2024;Material;7195;Mobiliários diversos e acessórios;"3249";"Balcão Térmico";610519;"altura: 900 mm, características adicionais: aquecimento elétrico em banho maria, componentes: cubas, comprimento: 2000 mm, largura: 600 mm, material: aço inoxidável, profundidade: 110 mm, quantidade recipiente: 6, tipo recipientes: cubas aço inox";"UN";8.900,0000;1,00000;8.900,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";17;28/11/2024;Material;7195;Mobiliários diversos e acessórios;"3249";"Balcão Térmico";613290;"altura: 900 mm, componentes: refrigeração através de pista fria, comprimento: 1250 mm, largura: 700 mm, material: aço inoxidável";"UN";13.900,0000;1,00000;13.900,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";18;28/11/2024;Material;7195;Mobiliários diversos e acessórios;"3249";"Balcão Térmico";254906;"altura: 85, características adicionais: vitrine superior vidro reto de 10mm de espessura, componentes: pista fria com unidade condensadora hermética, comprimento: 151, largura: 120, material: aço inoxidável, quantidade recipiente: 4, tipo recipientes: gn 1/1-65 com alças e tampa, tipo rodízio: dois laterais de corre bandeja";"UN";9.615,0000;2,00000;19.230,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";19;28/11/2024;Material;7195;Mobiliários diversos e acessórios;"3249";"Balcão Térmico";615668;"altura: 90, características adicionais: capacidade 415l voltagem: 220v monofásico 0,610 kw, componentes: 3 portas, cabo e plug padrão br, comprimento: 188, largura: 70, material: aço inoxidável, aisi 304 liga 18/8";"UN";8.500,0000;1,00000;8.500,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";20;28/11/2024;Material;7310;Equipamentos para cozinhar, assar e servir alimentos;"3244";"Balcão Conservação Alimento";252793;"características adicionais: vitrine superior em vidro curvo, 6 portas frontais, diâmetro rodízio: 4, material: aço inoxidável, tipo rodízio: giratório com freio, comprimento: 340, largura: 70, altura: 85, componentes: pasta fria com isolamento térmico, quantidade recipiente: 6 (gns 1/2-65) e 6 (gns 1/1-65), tipo recipientes: com alças móveis e tampa";"UN";5.397,0000;1,00000;5.397,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";21;28/11/2024;Material;4110;Equipamento para refrigeração;"14437";"Refrigerador Expositor";617469;"aplicação: refrigerar alimentos, capacidade: 338, características adicionais: iluminação interna, temperatura: 0 a 10, tipo: vertical, voltagem: 127";"UN";6.000,0000;1,00000;6.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";22;28/11/2024;Material;4110;Equipamento para refrigeração;"763";"Balcão Frigorífico";253723;"acabamento superficial: inoxidável, largura: 2, material estrutura: metal, tensão alimentação: 110";"UN";8.507,9900;1,00000;8.507,9900
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";23;28/11/2024;Material;7310;Equipamentos para cozinhar, assar e servir alimentos;"7213";"Estufa Elétrica Para Cozinha";615156;"capacidade: até 34 gns 1/1, dimensões: 750 x 850 x 2190, potência: 1,16, quantidade de porta: 1, tipo: pass-thru aquecido, voltagem: 220, volume interno: 475";"UN";3.000,0000;2,00000;6.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";24;28/11/2024;Material;7105;Mobiliário doméstico;"15339";"Cadeira Refeitório";413991;"altura: 85, características adicionais: sem braços, comprimento: 51, cor: branca, estrutura: alumínio, largura: 48, material: polipropileno";"UN";350,0000;140,00000;49.000,0000
"391/2024";Aprovada;Preparação;"Aquisição de equipamentos de cozinha industrial, restaurante e lanchonete para o Bloco O localizado ";BENS;250110;02/10/2024;28/11/2024;57;"SAA.CGENG";"404/2024";"Baixo";25;28/11/2024;Material;7195;Mobiliários diversos e acessórios;"16082";"Mesa Refeitório";250106;"acabamento bordas: abs, acabamento superficial estrutura: pintura em epóxi cinza, altura: 0,72, diâmetro: 1,20, espessura: 3, material estrutura: tubo metálico, material tampo: madeira aglomerada alta densidade, revestimento tampo: laminado melamínico texturizado cor cinza";"UN";650,0000;35,00000;22.750,0000
"392/2024";Aguardando Aprovação;;"Contratação de serviços de continuados de brigada de incêndio (bombeiro civil)";SERVICOS;250110;04/07/2024;31/12/2024;180;"SAA.CGCON.DIFSEP";"336/2024";"Alto";1;31/12/2024;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;"";"";25550;"SERVIÇOS DE PREVENÇÃO COMBATE INCÊNDIO / BRIGADISTA";"";592.754,2100;12,00000;7.113.050,5200
"419/2024";Aprovada;Encerrada;" Serviço de Assistência Técnica ao Ministério da Saúde e Ente, no âmbito do Pacto Nacional ";SERVICOS;250110;16/12/2024;30/12/2024;14;"SAES.DAET";"645/2024";"Alto";1;31/12/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";24503;"ASSESSORIA";"";9.223.558,3900;1,00000;9.223.558,3900
"418/2024";Aprovada;;"Contratação EMERGENCIAL motoristas CASaI-BSB";SERVICOS;250110;11/12/2024;31/12/2024;20;"SESAI.CASAI.BSB";"637/2024";"Alto";1;27/12/2024;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";15008;"PRESTAÇÃO DE SERVIÇOS DE MOTORISTA";"";89.283,7867;12,00000;1.071.405,4404
"90347/2024";Aprovada;Preparação;"SWITCH";SERVICOS;250110;23/06/2022;10/04/2024;657;"SEIDIGI.DATASUS.CGIE";"257/2024";"Alto";1;10/04/2024;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;"5522";"SWITCH";393274;"CARACTERÍSTICAS ADICIONAIS: ESPECIFICAÇÃO DE REFERÊNCIA- SWITCH DE BORDA";"";4.298.950,0000;4,00000;17.195.800,0000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";1;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";31.207,6500;600,00000;18.724.590,0000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";2;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";37.105,9900;780,00000;28.942.672,2000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";3;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";28.402,0200;1.500,00000;42.603.030,0000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";4;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";37.284,6100;2.520,00000;93.957.217,2000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";5;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";48.104,8500;600,00000;28.862.910,0000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";6;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";29.866,2900;1.080,00000;32.255.593,2000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";7;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";32.227,1800;240,00000;7.734.523,2000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";8;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";20.736,7000;600,00000;12.442.020,0000
"90349/2024";Aprovada;Preparação;"SERVIÇO - DATASUS - MANUTENÇÃO DE SOFTWARE";SERVICOS;250110;04/10/2023;01/04/2024;180;"SEIDIGI.DATASUS.CGSIO";"1673/2022";"Médio";9;31/10/2024;Serviço;117;SERVIÇO DE IMPLEMENTAÇÃO ÁGIL DE SOFTWARE;"";"";30001;"IMPLEMENTAÇÃO ÁGIL DE SOFTWARE";"";21.584,2800;180,00000;3.885.170,4000
"350/2024";Aprovada;Preparação;"COMISSARIA AÉREA REGULAR ";SERVICOS;250110;24/10/2023;15/07/2024;265;"GM.ASCER";"577/2023";"Baixo";1;15/07/2024;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;"";"";17779;"COMISSARIA AÉREA";"UN";614.528,2000;1,00000;614.528,2000
"356/2024";Aprovada;Encerrada;"TIC e gerenciamento de conexões à INFOVIA BRASÍLIA. ";SERVICOS;250110;11/12/2023;11/03/2024;91;"SEIDIGI.DATASUS.CGIE";"601/2023";"Médio";1;11/03/2024;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;"";"";26492;"INFOVIA BRASÍLIA";"";5.400,0000;60,00000;324.000,0000
"356/2024";Aprovada;Encerrada;"TIC e gerenciamento de conexões à INFOVIA BRASÍLIA. ";SERVICOS;250110;11/12/2023;11/03/2024;91;"SEIDIGI.DATASUS.CGIE";"601/2023";"Médio";2;11/03/2024;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;"";"";26492;"INFOVIA BRASÍLIA";"";9.950,0000;180,00000;1.791.000,0000
"356/2024";Aprovada;Encerrada;"TIC e gerenciamento de conexões à INFOVIA BRASÍLIA. ";SERVICOS;250110;11/12/2023;11/03/2024;91;"SEIDIGI.DATASUS.CGIE";"601/2023";"Médio";3;11/03/2024;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;"";"";26492;"INFOVIA BRASÍLIA";"";980,9600;360,00000;353.145,6000
"356/2024";Aprovada;Encerrada;"TIC e gerenciamento de conexões à INFOVIA BRASÍLIA. ";SERVICOS;250110;11/12/2023;11/03/2024;91;"SEIDIGI.DATASUS.CGIE";"601/2023";"Médio";4;11/03/2024;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;"";"";26492;"INFOVIA BRASÍLIA";"";35.000,0000;600,00000;21.000.000,0000
"354/2024";Aprovada;;"G 20  - Eventos e Organizações de eventos no Brasil ";SERVICOS;250110;20/09/2023;03/06/2024;257;"GM. AISA";"271/2024";"Alto";1;02/06/2024;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;"";"";17019;"DECORAÇÃO - EVENTOS / SOLENIDADES";"";2.198.076,1500;3,00000;6.594.228,4500
"354/2024";Aprovada;;"G 20  - Eventos e Organizações de eventos no Brasil ";SERVICOS;250110;20/09/2023;03/06/2024;257;"GM. AISA";"271/2024";"Alto";2;02/06/2024;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;"";"";17019;"DECORAÇÃO - EVENTOS / SOLENIDADES";"";3.738.336,8000;1,00000;3.738.336,8000
"90158/2023";Aprovada;Preparação;"SERVIÇO - CGCON.DIFSEP - Prestação de serviço de passagens voos Domésticos. (nacionais)";SERVICOS;250110;22/12/2023;21/06/2024;182;"SAA.CGCON.DIFSEP";"185/2023";"Baixo";1;22/06/2024;Serviço;678;SERVIÇOS DE AGÊNCIA DE VIAGENS, OPERADORAS DE TURISMO E GUIATURÍSTICO;"";"";3719;"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"UN";1.375.000,0000;12,00000;16.500.000,0000
"369/2024";Aprovada;Preparação;"Cessão de Uso Onerosa para uso do área nas dependências do Ministério da Saúde como Restaurante";SERVICOS;250110;03/06/2024;02/10/2024;121;"SAA.CGCON.DIFSEP";"269/2024";"Médio";1;01/11/2024;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";;"";"";0,0100;1,00000;0,0100
"411/2024";Aprovada;;"Contratação Caixa Econômica Federal pelo Fundo Nacional de Saúde.";SERVICOS;250110;24/12/2024;27/12/2024;3;"SE.FNS";"342/2024";"Alto";1;31/12/2024;Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;"";"";20362;"PRESTAÇÃO DE SERVIÇOS BANCÁRIOS";"";254.267.898,4900;1,00000;254.267.898,4900
"364/2024";Aprovada;Preparação;"Contratação de empre p/elaboração Proj Execut p/reforma Bloco G/Anexo Esplanada e ocupações das SEMS";SERVICOS;250110;22/03/2023;28/06/2024;464;"SAA.CGENG";"279/2024";"Alto";1;28/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"UN";6.891.596,2600;1,00000;6.891.596,2600
"364/2024";Aprovada;Preparação;"Contratação de empre p/elaboração Proj Execut p/reforma Bloco G/Anexo Esplanada e ocupações das SEMS";SERVICOS;250110;22/03/2023;28/06/2024;464;"SAA.CGENG";"279/2024";"Alto";2;28/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"UN";791.647,9500;1,00000;791.647,9500
"364/2024";Aprovada;Preparação;"Contratação de empre p/elaboração Proj Execut p/reforma Bloco G/Anexo Esplanada e ocupações das SEMS";SERVICOS;250110;22/03/2023;28/06/2024;464;"SAA.CGENG";"279/2024";"Alto";3;28/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"UN";431.994,0900;1,00000;431.994,0900
"364/2024";Aprovada;Preparação;"Contratação de empre p/elaboração Proj Execut p/reforma Bloco G/Anexo Esplanada e ocupações das SEMS";SERVICOS;250110;22/03/2023;28/06/2024;464;"SAA.CGENG";"279/2024";"Alto";4;28/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"UN";323.252,1900;1,00000;323.252,1900
"364/2024";Aprovada;Preparação;"Contratação de empre p/elaboração Proj Execut p/reforma Bloco G/Anexo Esplanada e ocupações das SEMS";SERVICOS;250110;22/03/2023;28/06/2024;464;"SAA.CGENG";"279/2024";"Alto";5;28/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"UN";1.186.443,1400;1,00000;1.186.443,1400
"90317/2023";Aprovada;Encerrada;"SERVIÇO - COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Logística e Compras Pública";SERVICOS;250110;04/07/2024;30/12/2024;179;"SAA.COGEP.CODEP";"549/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;100,00000;250.000,0000
"90340/2023";Aprovada;Edição;"SERVIÇO - COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Ciências Contábeis";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"527/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;46,00000;115.000,0000
